subject,list,position,trial_type,item,session
134,4,5,study,FLIPPER,1
134,4,6,study,BARRACUDA,1
134,4,7,study,LACE,1
134,4,8,study,SLACKS,1
134,4,9,study,CRICKET,1
134,4,10,study,DISH,1
134,4,11,study,PRIEST,1
134,4,12,study,BRICK,1
134,4,13,study,INMATE,1
134,4,14,study,CELLAR,1
134,4,15,study,CHESS,1
134,4,16,study,ARCHITECT,1
134,4,1,recall,ARCHITECT,1
134,4,2,recall,BRICK,1
134,4,3,recall,CELLAR,1
134,4,4,recall,CHESS,1
134,4,5,recall,PRIEST,1
134,4,6,recall,CRICKET,1
134,4,7,recall,LACE,1
134,4,8,recall,SLACKS,1
134,4,9,recall,EMPLOYEE,1
134,4,10,recall,DRESS,1
134,4,11,recall,SKIN,1
134,4,12,recall,FLESH,1
134,4,13,recall,FLIPPER,1
134,4,14,recall,CONVICT,1
134,5,1,study,CAT,2
134,5,2,study,BEARD,2
134,5,3,study,FRAME,2
134,5,4,study,MULE,2
134,5,5,study,DOUGH,2
134,5,6,study,SCALPEL,2
134,5,7,study,PHOTO,2
134,5,8,study,CALF,2
134,5,9,study,DETERGENT,2
134,5,10,study,VACUUM,2
134,5,11,study,PUBLISHER,2
134,5,12,study,AUTHOR,2
134,5,13,study,LAWYER,2
134,5,14,study,SKELETON,2
134,5,15,study,DEPUTY,2
134,5,16,study,GARLIC,2
134,5,1,recall,SKELETON,2
134,5,2,recall,GARLIC,2
134,5,3,recall,DEPUTY,2
134,5,4,recall,PUBLISHER,2
134,5,5,recall,AUTHOR,2
134,5,6,recall,DETERGENT,2
134,5,7,recall,VACUUM,2
134,5,8,recall,FRAME,2
134,5,9,recall,PHOTO,2
134,5,10,recall,CAT,2
134,5,11,recall,BEARD,2
134,5,12,recall,DOUGH,2
134,5,13,recall,SCALPEL,2
134,5,14,recall,GOAT,2
134,6,1,study,COURSE,2
134,6,2,study,TEACHER,2
134,6,3,study,HUSBAND,2
134,6,4,study,PUDDLE,2
134,6,5,study,TAR,2
134,6,6,study,PIPE,2
134,6,7,study,FROG,2
134,6,8,study,DOCUMENT,2
134,6,9,study,CIGAR,2
134,6,10,study,HOSE,2
134,6,11,study,HOUND,2
134,6,12,study,WOLF,2
134,6,13,study,PASSAGE,2
134,6,14,study,LIBRARY,2
134,6,15,study,GROUND,2
134,6,16,study,BAKER,2
134,6,1,recall,BAKER,2
134,6,2,recall,GROUND,2
134,6,3,recall,LIBRARY,2
134,6,4,recall,HOUND,2
134,6,5,recall,WOLF,2
134,6,6,recall,HOSE,2
134,6,7,recall,BAKER,2
134,6,8,recall,PIPE,2
134,6,9,recall,PUDDLE,2
134,6,10,recall,FROG,2
134,6,11,recall,DOCUMENT,2
134,6,12,recall,TEACHER,2
134,6,13,recall,COURSE,2
134,6,14,recall,HUSBAND,2
134,6,15,recall,CIGAR,2
134,6,16,recall,PASSAGE,2
134,7,1,study,GRASS,2
134,7,2,study,LAWN,2
134,7,3,study,DISHWASHER,2
134,7,4,study,TURKEY,2
134,7,5,study,SLIDE,2
134,7,6,study,HEART,2
134,7,7,study,GROCERIES,2
134,7,8,study,SIRLOIN,2
134,7,9,study,BANQUET,2
134,7,10,study,ORGAN,2
134,7,11,study,BAY,2
134,7,12,study,SUN,2
134,7,13,study,TROUSERS,2
134,7,14,study,CUFF,2
134,7,15,study,BLENDER,2
134,7,16,study,OAR,2
134,7,1,recall,BLENDER,2
134,7,2,recall,OAR,2
134,7,3,recall,SUN,2
134,7,4,recall,BAY,2
134,7,5,recall,TROUSERS,2
134,7,6,recall,CUFF,2
134,7,7,recall,SLIDE,2
134,7,8,recall,TURKEY,2
134,7,9,recall,SIRLOIN,2
134,7,10,recall,GROCERIES,2
134,7,11,recall,GROCERIES,2
134,7,12,recall,LAWN,2
134,7,13,recall,HEART,2
134,7,14,recall,DISHWASHER,2
134,7,15,recall,ORGAN,2
134,7,16,recall,BANQUET,2
134,8,1,study,PAINT,2
134,8,2,study,EDITORIAL,2
134,8,3,study,SCRIBBLE,2
134,8,4,study,MILK,2
134,8,5,study,COW,2
134,8,6,study,PARTY,2
134,8,7,study,SOAP,2
134,8,8,study,TRAY,2
134,8,9,study,PRINCESS,2
134,8,10,study,MONARCH,2
134,8,11,study,VALLEY,2
134,8,12,study,BUCKLE,2
134,8,13,study,SHOVEL,2
134,8,14,study,BALCONY,2
134,8,15,study,SNEAKER,2
134,8,16,study,SKETCH,2
134,8,1,recall,SNEAKER,2
134,8,2,recall,SKETCH,2
134,8,3,recall,BALCONY,2
134,8,4,recall,VALLEY,2
134,8,5,recall,BUCKLE,2
134,8,6,recall,SHOVEL,2
134,8,7,recall,MONARCH,2
134,8,8,recall,PRINCESS,2
134,8,9,recall,PARTY,2
134,8,10,recall,TRAY,2
134,8,11,recall,SOAP,2
134,8,12,recall,MILK,2
134,8,13,recall,COW,2
134,8,14,recall,SCRIBBLE,2
134,8,15,recall,EDITORIAL,2
134,8,16,recall,PAINT,2
134,9,1,study,COCOON,3
134,9,2,study,FIN,3
134,9,3,study,ATOM,3
134,9,4,study,TELEPHONE,3
134,9,5,study,PLUTO,3
134,9,6,study,LENS,3
134,9,7,study,NOSE,3
134,9,8,study,MONSTER,3
134,9,9,study,GOLD,3
134,9,10,study,ADOLESCENT,3
134,9,11,study,YOUTH,3
134,9,12,study,BROOK,3
134,9,13,study,SINK,3
134,9,14,study,TOAST,3
134,9,15,study,MARS,3
134,9,16,study,PIKE,3
134,9,1,recall,PIKE,3
134,9,2,recall,TOAST,3
134,9,3,recall,MARS,3
134,9,4,recall,SINK,3
134,9,5,recall,YOUTH,3
134,9,6,recall,ADOLESCENT,3
134,9,7,recall,BROOK,3
134,9,8,recall,MONSTER,3
134,9,9,recall,COCOON,3
134,9,10,recall,FIN,3
134,9,11,recall,NOSE,3
134,9,12,recall,PLUTO,3
134,9,13,recall,TELESCOPE,3
134,9,14,recall,MICROSCOPE,3
134,10,1,study,OTTER,3
134,10,2,study,LAGOON,3
134,10,3,study,COOK,3
134,10,4,study,GUITAR,3
134,10,5,study,CLARINET,3
134,10,6,study,MICROWAVE,3
134,10,7,study,MARKER,3
134,10,8,study,UNDERWEAR,3
134,10,9,study,SWIMMER,3
134,10,10,study,TABLET,3
134,10,11,study,MAT,3
134,10,12,study,HOME,3
134,10,13,study,SHORTS,3
134,10,14,study,SEA,3
134,10,15,study,CAMEL,3
134,10,16,study,GHETTO,3
134,10,1,recall,GHETTO,3
134,10,2,recall,SEA,3
134,10,3,recall,CAMEL,3
134,10,4,recall,MAT,3
134,10,5,recall,UNDERWEAR,3
134,10,6,recall,TABLET,3
134,10,7,recall,HOUSE,3
134,10,8,recall,COOK,3
134,10,9,recall,GUITAR,3
134,10,10,recall,SWIMMER,3
134,10,11,recall,OTTER,3
134,11,1,study,DIAL,3
134,11,2,study,JAPAN,3
134,11,3,study,LASH,3
134,11,4,study,ONION,3
134,11,5,study,ZUCCHINI,3
134,11,6,study,AFRICA,3
134,11,7,study,MESSAGE,3
134,11,8,study,WEED,3
134,11,9,study,PADDING,3
134,11,10,study,FURNITURE,3
134,11,11,study,WILDERNESS,3
134,11,12,study,FOREST,3
134,11,13,study,DIARY,3
134,11,14,study,OATS,3
134,11,15,study,ORCHESTRA,3
134,11,16,study,TAPE,3
134,11,1,recall,TAPE,3
134,11,2,recall,ORCHESTRA,3
134,11,3,recall,JOURNAL,3
134,11,4,recall,OATS,3
134,11,5,recall,WILDERNESS,3
134,11,6,recall,ORCHESTRA,3
134,11,7,recall,DIAL,3
134,11,8,recall,JAPAN,3
134,11,9,recall,LASH,3
134,11,10,recall,MESSAGE,3
134,11,11,recall,WEED,3
134,11,12,recall,ZUCCHINI,3
134,12,1,study,KNIFE,3
134,12,2,study,MAYONNAISE,3
134,12,3,study,CUPBOARD,3
134,12,4,study,SNACK,3
134,12,5,study,TOAD,3
134,12,6,study,JOINT,3
134,12,7,study,STUMP,3
134,12,8,study,STICKER,3
134,12,9,study,BRAKE,3
134,12,10,study,ELBOW,3
134,12,11,study,TOOTH,3
134,12,12,study,LONDON,3
134,12,13,study,PORCUPINE,3
134,12,14,study,LUMBER,3
134,12,15,study,CHEMIST,3
134,12,16,study,SCIENTIST,3
134,12,1,recall,CHEMIST,3
134,12,2,recall,SCIENTIST,3
134,12,3,recall,FROG,3
134,12,4,recall,MAYONNAISE,3
134,12,5,recall,KNIFE,3
134,12,6,recall,SNACK,3
134,12,7,recall,TIMBER,3
134,12,8,recall,PORCUPINE,3
134,12,9,recall,LONDON,3
134,13,1,study,NURSERY,4
134,13,2,study,MOAT,4
134,13,3,study,SCHOOL,4
134,13,4,study,TEENAGER,4
134,13,5,study,GUM,4
134,13,6,study,CHIP,4
134,13,7,study,BATH,4
134,13,8,study,TUB,4
134,13,9,study,SHOWER,4
134,13,10,study,ASIA,4
134,13,11,study,SHOELACE,4
134,13,12,study,CASTLE,4
134,13,13,study,PIER,4
134,13,14,study,PECAN,4
134,13,15,study,ACORN,4
134,13,16,study,GRADUATE,4
134,13,1,recall,NURSERY,4
134,13,2,recall,MOAT,4
134,13,3,recall,TEENAGER,4
134,13,4,recall,CHIP,4
134,13,5,recall,GUM,4
134,13,6,recall,SCHOOL,4
134,13,7,recall,BATH,4
134,13,8,recall,TUB,4
134,13,9,recall,SHOWER,4
134,13,10,recall,SHOELACE,4
134,13,11,recall,CASTLE,4
134,13,12,recall,PIER,4
134,13,13,recall,ASIA,4
134,13,14,recall,PECAN,4
134,13,15,recall,ACORN,4
134,13,16,recall,GRADUATE,4
134,14,1,study,VACUUM,4
134,14,2,study,COMMITTEE,4
134,14,3,study,DRAWER,4
134,14,4,study,CONVICT,4
134,14,5,study,GARBAGE,4
134,14,6,study,WARDROBE,4
134,14,7,study,WHALE,4
134,14,8,study,HAMMER,4
134,14,9,study,TWEEZERS,4
134,14,10,study,LETTUCE,4
134,14,11,study,CABBAGE,4
134,14,12,study,SHOVEL,4
134,14,13,study,MAMMAL,4
134,14,14,study,FLESH,4
134,14,15,study,DAM,4
134,14,16,study,SLIDE,4
134,14,1,recall,SLIDE,4
134,14,2,recall,VACUUM,4
134,14,3,recall,COMMITTEE,4
134,14,4,recall,DRAWER,4
134,14,5,recall,DRAWER,4
134,14,6,recall,GARAGE,4
134,14,7,recall,WARDROBE,4
134,14,8,recall,WHALE,4
134,14,9,recall,HAMMER,4
134,14,10,recall,TWEEZERS,4
134,14,11,recall,LETTUCE,4
134,14,12,recall,CABBAGE,4
134,14,13,recall,SHOVEL,4
134,14,14,recall,FLESH,4
134,14,15,recall,MAMMAL,4
134,14,16,recall,DAM,4
134,15,1,study,EDITOR,4
134,15,2,study,FOLDER,4
134,15,3,study,BEDROOM,4
134,15,4,study,LOFT,4
134,15,5,study,WHEAT,4
134,15,6,study,WHIP,4
134,15,7,study,ASPIRIN,4
134,15,8,study,HUSBAND,4
134,15,9,study,ROBIN,4
134,15,10,study,MONGOOSE,4
134,15,11,study,CAPTAIN,4
134,15,12,study,PAINTING,4
134,15,13,study,RAISIN,4
134,15,14,study,MOSS,4
134,15,15,study,PICTURE,4
134,15,16,study,RAFT,4
134,15,1,recall,RAFT,4
134,15,2,recall,PICTURE,4
134,15,3,recall,RAISIN,4
134,15,4,recall,MONGOOSE,4
134,15,5,recall,CAPTAIN,4
134,15,6,recall,PAINTING,4
134,15,7,recall,HUSBAND,4
134,15,8,recall,EDITOR,4
134,15,9,recall,FOLDER,4
134,15,10,recall,WHEAT,4
134,15,11,recall,WHIP,4
134,15,12,recall,ASPIRIN,4
134,15,13,recall,MOSS,4
134,15,14,recall,RAFT,4
134,15,15,recall,LOFT,4
134,15,16,recall,BEDROOM,4
134,15,17,recall,ROBIN,4
134,16,1,study,SILVERWARE,4
134,16,2,study,ELM,4
134,16,3,study,SURF,4
134,16,4,study,MARGARINE,4
134,16,5,study,FORK,4
134,16,6,study,HEDGE,4
134,16,7,study,BUSH,4
134,16,8,study,DEPARTMENT,4
134,16,9,study,EMPLOYEE,4
134,16,10,study,SERVANT,4
134,16,11,study,WAITRESS,4
134,16,12,study,SUBMARINE,4
134,16,13,study,WALNUT,4
134,16,14,study,CLOCK,4
134,16,15,study,LOUNGE,4
134,16,16,study,STETHOSCOPE,4
134,16,1,recall,STETHOSCOPE,4
134,16,2,recall,LOUNGE,4
134,16,3,recall,WALNUT,4
134,16,4,recall,SUBMARINE,4
134,16,5,recall,WAITRESS,4
134,16,6,recall,SERVANT,4
134,16,7,recall,DEPARTMENT,4
134,16,8,recall,CLOCK,4
134,16,9,recall,SURF,4
134,16,10,recall,MARGARINE,4
134,16,11,recall,FORK,4
134,16,12,recall,SILVERWARE,4
134,16,13,recall,ELM,4
134,16,14,recall,BUTTER,4
134,16,15,recall,HEDGE,4
134,16,16,recall,BUSH,4
134,16,17,recall,EMPLOYEE,4
134,17,1,study,SWATTER,5
134,17,2,study,CRATER,5
134,17,3,study,GRASSHOPPER,5
134,17,4,study,CREEK,5
134,17,5,study,POOL,5
134,17,6,study,SPIT,5
134,17,7,study,ROACH,5
134,17,8,study,BEARD,5
134,17,9,study,NOVEL,5
134,17,10,study,SPONGE,5
134,17,11,study,MEAT,5
134,17,12,study,CREATURE,5
134,17,13,study,REPTILE,5
134,17,14,study,PILOT,5
134,17,15,study,CREAM,5
134,17,16,study,FREEZER,5
134,17,1,recall,CREAM,5
134,17,2,recall,FREEZER,5
134,17,3,recall,PILOT,5
134,17,4,recall,MEAT,5
134,17,5,recall,REPTILE,5
134,17,6,recall,POOL,5
134,17,7,recall,NOVEL,5
134,17,8,recall,BEARD,5
134,17,9,recall,COCKROACH,5
134,17,10,recall,GRASSHOPPER,5
134,17,11,recall,SWATTER,5
134,17,12,recall,CREEK,5
134,17,13,recall,CRATER,5
134,17,14,recall,SPONGE,5
134,17,15,recall,SPIT,5
134,18,1,study,DANCER,5
134,18,2,study,ATHLETE,5
134,18,3,study,LITERATURE,5
134,18,4,study,MARSH,5
134,18,5,study,BRIDGE,5
134,18,6,study,NOTEBOOK,5
134,18,7,study,STAPLER,5
134,18,8,study,HOE,5
134,18,9,study,NAIL,5
134,18,10,study,HARP,5
134,18,11,study,SKI,5
134,18,12,study,FARM,5
134,18,13,study,GUITAR,5
134,18,14,study,SPRINKLE,5
134,18,15,study,UNICORN,5
134,18,16,study,GIRL,5
134,18,1,recall,SPRINKLE,5
134,18,2,recall,UNICORN,5
134,18,3,recall,GIRL,5
134,18,4,recall,FARM,5
134,18,5,recall,GUITAR,5
134,18,6,recall,SKI,5
134,18,7,recall,HARP,5
134,18,8,recall,NAIL,5
134,18,9,recall,HOE,5
134,18,10,recall,ATHLETE,5
134,18,11,recall,DANCER,5
134,18,12,recall,LITERATURE,5
134,18,13,recall,MARSH,5
134,18,14,recall,BRIDGE,5
134,18,15,recall,NOTEBOOK,5
134,19,1,study,POLE,5
134,19,2,study,STOVE,5
134,19,3,study,MARROW,5
134,19,4,study,GALLON,5
134,19,5,study,BIOLOGIST,5
134,19,6,study,DIARY,5
134,19,7,study,ROD,5
134,19,8,study,SWAN,5
134,19,9,study,GULL,5
134,19,10,study,TROUT,5
134,19,11,study,OFFICE,5
134,19,12,study,CLERK,5
134,19,13,study,FIG,5
134,19,14,study,DRUM,5
134,19,15,study,BOAT,5
134,19,16,study,KITCHEN,5
134,19,1,recall,KITCHEN,5
134,19,2,recall,DRUM,5
134,19,3,recall,BOAT,5
134,19,4,recall,POLE,5
134,19,5,recall,STOVE,5
134,19,6,recall,MARROW,5
134,19,7,recall,GALLON,5
134,19,8,recall,FIG,5
134,19,9,recall,BIOLOGIST,5
134,19,10,recall,TROUT,5
134,19,11,recall,CLERK,5
134,19,12,recall,SWAN,5
134,19,13,recall,ROD,5
134,19,14,recall,DIARY,5
134,19,15,recall,KITCHEN,5
134,20,1,study,SNORKEL,5
134,20,2,study,CRAB,5
134,20,3,study,DOLL,5
134,20,4,study,KEG,5
134,20,5,study,CRIMINAL,5
134,20,6,study,SPINACH,5
134,20,7,study,TWIG,5
134,20,8,study,TIMBER,5
134,20,9,study,PLIERS,5
134,20,10,study,INFANT,5
134,20,11,study,SHORTS,5
134,20,12,study,LAPEL,5
134,20,13,study,POPE,5
134,20,14,study,LUMBER,5
134,20,15,study,COOLER,5
134,20,16,study,BRAIN,5
134,20,1,recall,SNORKEL,5
134,20,2,recall,CRAB,5
134,20,3,recall,DOLL,5
134,20,4,recall,KEG,5
134,20,5,recall,SPINACH,5
134,20,6,recall,TWIG,5
134,20,7,recall,COOLER,5
134,20,8,recall,BRAIN,5
134,20,9,recall,CRIMINAL,5
134,20,10,recall,POPE,5
134,20,11,recall,INFANT,5
134,20,12,recall,TIMBER,5
134,20,13,recall,LUMBER,5
134,20,14,recall,LAPEL,5
134,21,1,study,STUMP,6
134,21,2,study,TREAT,6
134,21,3,study,ABDOMEN,6
134,21,4,study,RAIL,6
134,21,5,study,RAILROAD,6
134,21,6,study,WINGS,6
134,21,7,study,TURKEY,6
134,21,8,study,CELERY,6
134,21,9,study,HARE,6
134,21,10,study,CIGARETTE,6
134,21,11,study,SURF,6
134,21,12,study,DAGGER,6
134,21,13,study,SHUTTER,6
134,21,14,study,ELM,6
134,21,15,study,MINT,6
134,21,16,study,CAPE,6
134,21,1,recall,CAPE,6
134,21,2,recall,ELM,6
134,21,3,recall,SHUTTER,6
134,21,4,recall,SURF,6
134,21,5,recall,STUMP,6
134,21,6,recall,SUITE,6
134,21,7,recall,ABDOMEN,6
134,21,8,recall,RAIL,6
134,21,9,recall,RAILROAD,6
134,21,10,recall,CELERY,6
134,21,11,recall,CIGARETTE,6
134,21,12,recall,HARE,6
134,21,13,recall,TURKEY,6
134,21,14,recall,WINGS,6
134,22,1,study,DETERGENT,6
134,22,2,study,YARD,6
134,22,3,study,SWING,6
134,22,4,study,EGYPT,6
134,22,5,study,WALRUS,6
134,22,6,study,CANAL,6
134,22,7,study,BATHTUB,6
134,22,8,study,RIVER,6
134,22,9,study,LEVER,6
134,22,10,study,MUMMY,6
134,22,11,study,POTTERY,6
134,22,12,study,APPLE,6
134,22,13,study,YOKE,6
134,22,14,study,COBRA,6
134,22,15,study,SNAKE,6
134,22,16,study,SIBLING,6
134,22,1,recall,DETERGENT,6
134,22,2,recall,YARD,6
134,22,3,recall,SWING,6
134,22,4,recall,EGYPT,6
134,22,5,recall,WALRUS,6
134,22,6,recall,RIVER,6
134,22,7,recall,CANAL,6
134,22,8,recall,BATHTUB,6
134,22,9,recall,LEVER,6
134,22,10,recall,MONEY,6
134,22,11,recall,COBRA,6
134,22,12,recall,SNAKE,6
134,22,13,recall,APPLE,6
134,22,14,recall,YOKE,6
134,22,15,recall,POTTERY,6
134,23,1,study,STADIUM,6
134,23,2,study,FIELD,6
134,23,3,study,MOTOR,6
134,23,4,study,RUBY,6
134,23,5,study,CLOSET,6
134,23,6,study,SHINGLE,6
134,23,7,study,BLACKBOARD,6
134,23,8,study,BULLETIN,6
134,23,9,study,KNAPSACK,6
134,23,10,study,WIDOW,6
134,23,11,study,DESIGNER,6
134,23,12,study,BEET,6
134,23,13,study,PATIO,6
134,23,14,study,GUARD,6
134,23,15,study,BELL,6
134,23,16,study,CORD,6
134,23,1,recall,CORD,6
134,23,2,recall,BELL,6
134,23,3,recall,PATIO,6
134,23,4,recall,GUARD,6
134,23,5,recall,STADIUM,6
134,23,6,recall,FIELD,6
134,23,7,recall,MOTOR,6
134,23,8,recall,CLOSET,6
134,23,9,recall,GEM,6
134,23,10,recall,BLACKBOARD,6
134,23,11,recall,BULLETIN,6
134,23,12,recall,KNAPSACK,6
134,23,13,recall,WIDOW,6
134,23,14,recall,DESIGNER,6
134,23,15,recall,BEET,6
134,24,1,study,RADISH,6
134,24,2,study,OLIVE,6
134,24,3,study,CATCHER,6
134,24,4,study,PUCK,6
134,24,5,study,SHAMPOO,6
134,24,6,study,POPCORN,6
134,24,7,study,FILM,6
134,24,8,study,CABBAGE,6
134,24,9,study,CHEST,6
134,24,10,study,MARS,6
134,24,11,study,WAVE,6
134,24,12,study,DAM,6
134,24,13,study,BOX,6
134,24,14,study,CORN,6
134,24,15,study,TERRITORY,6
134,24,16,study,ENGINE,6
134,24,1,recall,ENGINE,6
134,24,2,recall,CORN,6
134,24,3,recall,BOX,6
134,24,4,recall,MARS,6
134,24,5,recall,FLOOD,6
134,24,6,recall,WAVE,6
134,24,7,recall,DAM,6
134,24,8,recall,CATCHER,6
134,24,9,recall,RADISH,6
134,24,10,recall,SHAMPOO,6
134,24,11,recall,PUCK,6
134,24,12,recall,CABBAGE,6
134,24,13,recall,TELEVISION,6
134,24,14,recall,POPCORN,6
134,25,1,study,HOOP,7
134,25,2,study,WILDERNESS,7
134,25,3,study,HOSPITAL,7
134,25,4,study,HAT,7
134,25,5,study,STAR,7
134,25,6,study,THIMBLE,7
134,25,7,study,LOLLIPOP,7
134,25,8,study,FOREST,7
134,25,9,study,NAVIGATOR,7
134,25,10,study,HELICOPTER,7
134,25,11,study,AMBULANCE,7
134,25,12,study,RUST,7
134,25,13,study,COUCH,7
134,25,14,study,CHAIR,7
134,25,15,study,BLOUSE,7
134,25,16,study,PORCUPINE,7
134,25,1,recall,PORCUPINE,7
134,25,2,recall,DRESS,7
134,25,3,recall,STAR,7
134,25,4,recall,HAT,7
134,25,5,recall,HOOP,7
134,25,6,recall,WILDERNESS,7
134,25,7,recall,FOREST,7
134,25,8,recall,HOSPITAL,7
134,25,9,recall,NAVIGATOR,7
134,25,10,recall,HELICOPTER,7
134,25,11,recall,AMBULANCE,7
134,25,12,recall,CHAIR,7
134,25,13,recall,COUCH,7
134,25,14,recall,RUST,7
134,25,15,recall,BLOUSE,7
134,25,16,recall,THIMBLE,7
134,26,1,study,UNIVERSITY,7
134,26,2,study,PUPIL,7
134,26,3,study,PEACH,7
134,26,4,study,BERRY,7
134,26,5,study,WAITER,7
134,26,6,study,PIGMENT,7
134,26,7,study,SALMON,7
134,26,8,study,TUB,7
134,26,9,study,GRAVEL,7
134,26,10,study,DUST,7
134,26,11,study,SQUID,7
134,26,12,study,MICROWAVE,7
134,26,13,study,GRATE,7
134,26,14,study,PIER,7
134,26,15,study,RELISH,7
134,26,16,study,SACK,7
134,26,1,recall,PIER,7
134,26,2,recall,RELISH,7
134,26,3,recall,SACK,7
134,26,4,recall,SQUID,7
134,26,5,recall,MICROWAVE,7
134,26,6,recall,TUB,7
134,26,7,recall,WAITER,7
134,26,8,recall,PEACH,7
134,26,9,recall,BERRY,7
134,26,10,recall,BLUEBERRY,7
134,26,11,recall,SALMON,7
134,27,1,study,SHELTER,7
134,27,2,study,VILLAGE,7
134,27,3,study,LINT,7
134,27,4,study,TRENCH,7
134,27,5,study,FLASHLIGHT,7
134,27,6,study,STREET,7
134,27,7,study,BED,7
134,27,8,study,GRAPE,7
134,27,9,study,NEST,7
134,27,10,study,LIME,7
134,27,11,study,TABLE,7
134,27,12,study,STOOL,7
134,27,13,study,CUCUMBER,7
134,27,14,study,RUNNER,7
134,27,15,study,PICK,7
134,27,16,study,PERCH,7
134,27,1,recall,PERCH,7
134,27,2,recall,TABLE,7
134,27,3,recall,STOOL,7
134,27,4,recall,FRIEND,7
134,28,1,study,FARM,7
134,28,2,study,PHYSICIAN,7
134,28,3,study,SPRINKLE,7
134,28,4,study,KNEE,7
134,28,5,study,BILL,7
134,28,6,study,DIME,7
134,28,7,study,CAT,7
134,28,8,study,MAILMAN,7
134,28,9,study,CHIMPANZEE,7
134,28,10,study,CHEDDAR,7
134,28,11,study,RESORT,7
134,28,12,study,HAYSTACK,7
134,28,13,study,HAIL,7
134,28,14,study,THIGH,7
134,28,15,study,WATER,7
134,28,16,study,SINK,7
134,28,1,recall,FARM,7
134,28,2,recall,PHYSICIAN,7
134,28,3,recall,SPRINKLE,7
134,28,4,recall,KNEE,7
134,28,5,recall,BILL,7
134,28,6,recall,DIME,7
134,28,7,recall,CAT,7
134,28,8,recall,MAILMAN,7
134,28,9,recall,CHIMPANZEE,7
134,28,10,recall,CHEDDAR,7
134,28,11,recall,RESORT,7
134,28,12,recall,HAYSTACK,7
134,28,13,recall,HAIL,7
134,28,14,recall,THIGH,7
134,28,15,recall,WATER,7
134,28,16,recall,SINK,7
135,1,1,study,RULER,1
135,1,2,study,BANKER,1
135,1,3,study,CARPENTER,1
135,1,4,study,TULIP,1
135,1,5,study,KING,1
135,1,6,study,UNDERWEAR,1
135,1,7,study,SHED,1
135,1,8,study,PAWN,1
135,1,9,study,CUSTOMER,1
135,1,10,study,TURNIP,1
135,1,11,study,CURTAIN,1
135,1,12,study,DIRECTOR,1
135,1,13,study,SCREEN,1
135,1,14,study,SHINGLE,1
135,1,15,study,DAD,1
135,1,16,study,PRISONER,1
135,1,1,recall,RULER,1
135,1,2,recall,BANKER,1
135,1,3,recall,CARPENTER,1
135,1,4,recall,SHED,1
135,1,5,recall,TULIP,1
135,1,6,recall,TURNIP,1
135,1,7,recall,DAD,1
135,1,8,recall,PRISONER,1
135,2,1,study,TUSK,1
135,2,2,study,COCOON,1
135,2,3,study,COW,1
135,2,4,study,OATS,1
135,2,5,study,GOBLIN,1
135,2,6,study,APPENDAGE,1
135,2,7,study,SHOULDER,1
135,2,8,study,TENT,1
135,2,9,study,CHAIR,1
135,2,10,study,GOWN,1
135,2,11,study,SHORTS,1
135,2,12,study,SEAGULL,1
135,2,13,study,BENCH,1
135,2,14,study,WILDERNESS,1
135,2,15,study,CREATURE,1
135,2,16,study,COBWEB,1
135,2,1,recall,TUSK,1
135,2,2,recall,COCOON,1
135,2,3,recall,COW,1
135,2,4,recall,OATS,1
135,2,5,recall,CHAIR,1
135,2,6,recall,BENCH,1
135,2,7,recall,SEAGULL,1
135,2,8,recall,WILDERNESS,1
135,3,1,study,SCAPEGOAT,1
135,3,2,study,CRIMINAL,1
135,3,3,study,CHERRY,1
135,3,4,study,LONDON,1
135,3,5,study,BUFFALO,1
135,3,6,study,COAL,1
135,3,7,study,HOSTAGE,1
135,3,8,study,FRANCE,1
135,3,9,study,NEEDLE,1
135,3,10,study,SPOOL,1
135,3,11,study,STAKE,1
135,3,12,study,FOSSIL,1
135,3,13,study,DIGGER,1
135,3,14,study,MILDEW,1
135,3,15,study,TUBA,1
135,3,16,study,RECORD,1
135,3,1,recall,SCAPEGOAT,1
135,3,2,recall,CRIMINAL,1
135,3,3,recall,CHERRY,1
135,3,4,recall,LONDON,1
135,3,5,recall,NEEDLE,1
135,3,6,recall,RECORD,1
135,3,7,recall,TUBA,1
135,4,1,study,FIGHTER,1
135,4,2,study,KEEPER,1
135,4,3,study,SCOTCH,1
135,4,4,study,CHEESE,1
135,4,5,study,CREAM,1
135,4,6,study,SPARROW,1
135,4,7,study,ROOF,1
135,4,8,study,CASHIER,1
135,4,9,study,PELICAN,1
135,4,10,study,VACUUM,1
135,4,11,study,WOLF,1
135,4,12,study,SUPPER,1
135,4,13,study,RECIPE,1
135,4,14,study,STRAW,1
135,4,15,study,TYPEWRITER,1
135,4,16,study,NEWSSTAND,1
135,4,1,recall,NEWSSTAND,1
135,4,2,recall,STRAW,1
135,4,3,recall,RECIPE,1
135,4,4,recall,SUPPER,1
135,4,5,recall,CREAM,1
135,4,6,recall,CHEESE,1
135,4,7,recall,KEEPER,1
135,4,8,recall,FIGHTER,1
135,4,9,recall,SCOTCH,1
135,4,10,recall,NEWSSTAND,1
135,5,1,study,LAKE,2
135,5,2,study,POOL,2
135,5,3,study,PICKLE,2
135,5,4,study,OATMEAL,2
135,5,5,study,CAMEL,2
135,5,6,study,CUCUMBER,2
135,5,7,study,LILY,2
135,5,8,study,FOUNTAIN,2
135,5,9,study,ANKLE,2
135,5,10,study,COOKIE,2
135,5,11,study,DUNGEON,2
135,5,12,study,LOG,2
135,5,13,study,COLESLAW,2
