subject,list,position,trial_type,item,item_number,session,list_type,category,response,response_time,list_category
24,31,6,recall,"LONDON DUNGEON",371,2,mixed,loc,3,1.529,mixed
24,31,7,recall,"MGM GRAND",385,2,mixed,loc,2,2.196,mixed
24,32,1,study,"COLONIAL WILLIAMSBURG",305,2,pure,loc,2,1.656,loc
24,32,2,study,"HUNGARIAN PARLIAMENT",348,2,pure,loc,2,2.094,loc
24,32,3,study,"COLOSSEUM",306,2,pure,loc,3,1.297,loc
24,32,4,study,"VERRAZANO NARROWS",489,2,pure,loc,3,2.501,loc
24,32,5,study,"SUPERDOME",469,2,pure,loc,2,2.852,loc
24,32,6,study,"SIENA",452,2,pure,loc,3,1.568,loc
24,32,7,study,"SPACE NEEDLE",460,2,pure,loc,4,1.729,loc
24,32,8,study,"FISHERMAN'S WHARF",321,2,pure,loc,2,3.269,loc
24,32,9,study,"GETTYSBURG",327,2,pure,loc,3,1.223,loc
24,32,10,study,"TRITON FOUNTAIN",485,2,pure,loc,3,2.372,loc
24,32,11,study,"INDEPENDENCE HALL",350,2,pure,loc,4,1.498,loc
24,32,12,study,"ST PAULS CATHEDRAL",465,2,pure,loc,4,2.289,loc
24,32,13,study,"PRAGUE",430,2,pure,loc,3,3.268,loc
24,32,14,study,"CARLSBAD CAVERNS",293,2,pure,loc,2,2.548,loc
24,32,15,study,"MECCA",383,2,pure,loc,3,2.82,loc
24,32,16,study,"SAN ANDREAS",444,2,pure,loc,2,3.146,loc
24,32,17,study,"JENNE MOSQUE",354,2,pure,loc,2,3.205,loc
24,32,18,study,"ALAMO",261,2,pure,loc,3,1.699,loc
24,32,19,study,"GLOBE THEATER",331,2,pure,loc,4,1.634,loc
24,32,20,study,"NAVAL ACADEMY CHAPEL",402,2,pure,loc,2,3.008,loc
24,32,21,study,"BOSTON COMMON",277,2,pure,loc,2,2.069,loc
24,32,22,study,"CN TOWER",303,2,pure,loc,3,2.039,loc
24,32,23,study,"LOUVRE",373,2,pure,loc,4,1.676,loc
24,32,24,study,"BAVARIAN CASTLE",273,2,pure,loc,3,2.666,loc
24,32,1,recall,"BAVARIAN CASTLE",273,2,pure,loc,3,2.666,loc
24,32,2,recall,"HUNGARIAN PARLIAMENT",348,2,pure,loc,2,2.094,loc
24,32,3,recall,"COLONIAL WILLIAMSBURG",305,2,pure,loc,2,1.656,loc
24,32,4,recall,"CN TOWER",303,2,pure,loc,3,2.039,loc
24,32,5,recall,"SPACE NEEDLE",460,2,pure,loc,4,1.729,loc
24,32,6,recall,"ST PAULS CATHEDRAL",465,2,pure,loc,4,2.289,loc
24,32,7,recall,"INDEPENDENCE HALL",350,2,pure,loc,4,1.498,loc
24,32,8,recall,"NAVAL ACADEMY CHAPEL",402,2,pure,loc,2,3.008,loc
24,32,9,recall,"VERRAZANO NARROWS",489,2,pure,loc,3,2.501,loc
24,32,10,recall,"SIENA",452,2,pure,loc,3,1.568,loc
24,33,1,study,"FAUCET",584,3,pure,obj,4,1.563,obj
24,33,2,study,"SATELLITE DISH",697,3,pure,obj,3,1.994,obj
24,33,3,study,"RAZOR",687,3,pure,obj,2,2.719,obj
24,33,4,study,"EMERALD",583,3,pure,obj,1,1.612,obj
24,33,5,study,"ROPE",693,3,pure,obj,1,2.062,obj
24,33,6,study,"UMBRELLA",750,3,pure,obj,3,2.284,obj
24,33,7,study,"VIOLIN",755,3,pure,obj,1,2.426,obj
24,33,8,study,"PIE",675,3,pure,obj,3,2.539,obj
24,33,9,study,"SHIRT",706,3,pure,obj,3,2.498,obj
24,33,10,study,"KEYBOARD",625,3,pure,obj,4,1.325,obj
24,33,11,study,"CD",560,3,pure,obj,3,1.782,obj
24,33,12,study,"TROPHY",746,3,pure,obj,1,2.522,obj
24,33,13,study,"WHISTLE",764,3,pure,obj,2,2.78,obj
24,33,14,study,"TABLE",730,3,pure,obj,4,1.221,obj
24,33,15,study,"COLANDER",564,3,pure,obj,4,1.846,obj
24,33,16,study,"FEATHER",585,3,pure,obj,2,2.684,obj
24,33,17,study,"HIGHLIGHTER",613,3,pure,obj,3,2.169,obj
24,33,18,study,"MAYONNAISE",648,3,pure,obj,3,2.953,obj
24,33,19,study,"STOCKING",723,3,pure,obj,2,2.788,obj
24,33,20,study,"BASKETBALL HOOP",530,3,pure,obj,3,2.421,obj
24,33,21,study,"ROSE",694,3,pure,obj,2,2.801,obj
24,33,22,study,"SAUCEPAN",698,3,pure,obj,4,0.992,obj
24,33,23,study,"MIRROR",653,3,pure,obj,4,2.286,obj
24,33,24,study,"TEAPOT",732,3,pure,obj,4,2.507,obj
24,33,1,recall,"TEAPOT",732,3,pure,obj,4,2.507,obj
24,33,2,recall,"RAZOR",687,3,pure,obj,2,2.719,obj
24,33,3,recall,"ROPE",693,3,pure,obj,1,2.062,obj
24,33,4,recall,"VIOLIN",755,3,pure,obj,1,2.426,obj
24,33,5,recall,"PIE",675,3,pure,obj,3,2.539,obj
24,33,6,recall,"TABLE",730,3,pure,obj,4,1.221,obj
24,33,7,recall,"COLANDER",564,3,pure,obj,4,1.846,obj
24,33,8,recall,"SAUCEPAN",698,3,pure,obj,4,0.992,obj
24,33,9,recall,"MIRROR",653,3,pure,obj,4,2.286,obj
24,33,10,recall,"HIGHLIGHTER",613,3,pure,obj,3,2.169,obj
24,33,11,recall,"WHISTLE",764,3,pure,obj,2,2.78,obj
24,33,12,recall,"TROPHY",746,3,pure,obj,1,2.522,obj
24,33,13,recall,"STOCKING",723,3,pure,obj,2,2.788,obj
24,33,14,recall,"UMBRELLA",750,3,pure,obj,3,2.284,obj
24,33,15,recall,"FAUCET",584,3,pure,obj,4,1.563,obj
24,33,16,recall,"SATELLITE DISH",697,3,pure,obj,3,1.994,obj
24,33,17,recall,"TEAPOT",732,3,pure,obj,4,2.507,obj
24,34,1,study,"KIRSTEN DUNST",155,3,pure,cel,2,1.644,cel
24,34,2,study,"EMINEM",87,3,pure,cel,3,1.299,cel
24,34,3,study,"LEONARDO DICAPRIO",161,3,pure,cel,3,1.28,cel
24,34,4,study,"ROSEANNE BARR",222,3,pure,cel,2,2.586,cel
24,34,5,study,"RICHARD SIMMONS",214,3,pure,cel,2,2.004,cel
24,34,6,study,"WILL SMITH",254,3,pure,cel,4,1.547,cel
24,34,7,study,"DAVE MATTHEWS",69,3,pure,cel,2,1.521,cel
24,34,8,study,"DEBRA MESSING",74,3,pure,cel,2,1.665,cel
24,34,9,study,"ROBIN WILLIAMS",219,3,pure,cel,3,2.24,cel
24,34,10,study,"JOHN MCCAIN",139,3,pure,cel,1,1.39,cel
24,34,11,study,"ORLANDO BLOOM",196,3,pure,cel,2,2.579,cel
24,34,12,study,"HULK HOGAN",109,3,pure,cel,1,1.72,cel
24,34,13,study,"STEPHEN COLBERT",233,3,pure,cel,3,2.162,cel
24,34,14,study,"JERRY SEINFELD",123,3,pure,cel,2,1.36,cel
24,34,15,study,"GLENN CLOSE",97,3,pure,cel,3,2.221,cel
24,34,16,study,"BRITTANY MURPHY",42,3,pure,cel,3,1.795,cel
24,34,17,study,"JIM BELUSHI",125,3,pure,cel,2,1.726,cel
24,34,18,study,"KEN GRIFFEY",153,3,pure,cel,2,2.31,cel
24,34,19,study,"MADONNA",167,3,pure,cel,2,1.877,cel
24,34,20,study,"RODNEY DANGERFIELD",220,3,pure,cel,2,1.224,cel
24,34,21,study,"AUDREY HEPBURN",20,3,pure,cel,3,1.319,cel
24,34,22,study,"ADAM SANDLER",2,3,pure,cel,1,1.755,cel
24,34,23,study,"DENZEL WASHINGTON",76,3,pure,cel,3,1.392,cel
24,34,24,study,"KEIRA KNIGHTLEY",152,3,pure,cel,2,1.685,cel
24,34,1,recall,"KEN GRIFFEY",153,3,pure,cel,2,2.31,cel
24,34,2,recall,"STEPHEN COLBERT",233,3,pure,cel,3,2.162,cel
24,34,3,recall,"JOHN MCCAIN",139,3,pure,cel,1,1.39,cel
24,34,4,recall,"WILL SMITH",254,3,pure,cel,4,1.547,cel
24,34,5,recall,"KEIRA KNIGHTLEY",152,3,pure,cel,2,1.685,cel
24,34,6,recall,"GLENN CLOSE",97,3,pure,cel,3,2.221,cel
24,34,7,recall,"BRITTANY MURPHY",42,3,pure,cel,3,1.795,cel
24,34,8,recall,"ROBIN WILLIAMS",219,3,pure,cel,3,2.24,cel
24,34,9,recall,"ROSEANNE BARR",222,3,pure,cel,2,2.586,cel
24,34,10,recall,"WILL SMITH",254,3,pure,cel,4,1.547,cel
24,34,11,recall,"DEBRA MESSING",74,3,pure,cel,2,1.665,cel
24,34,12,recall,"KIRSTEN DUNST",155,3,pure,cel,2,1.644,cel
24,34,13,recall,"DENZEL WASHINGTON",76,3,pure,cel,3,1.392,cel
24,34,14,recall,"ADAM SANDLER",2,3,pure,cel,1,1.755,cel
24,35,1,study,"ANGELINA JOLIE",14,3,mixed,cel,3,1.009,mixed
24,35,2,study,"PARIS HILTON",198,3,mixed,cel,1,1.705,mixed
24,35,3,study,"SUPERDOME",469,3,mixed,loc,2,1.402,mixed
24,35,4,study,"CHARTRES CATHEDRAL",296,3,mixed,loc,3,2.173,mixed
24,35,5,study,"PEN",669,3,mixed,obj,4,1.968,mixed
24,35,6,study,"HAMMER",606,3,mixed,obj,3,1.867,mixed
24,35,7,study,"GRAND OLE OPRY",336,3,mixed,loc,2,1.721,mixed
24,35,8,study,"STATUE OF LIBERTY",466,3,mixed,loc,3,2.22,mixed
24,35,9,study,"TOKYO",479,3,mixed,loc,3,1.771,mixed
24,35,10,study,"STEERING WHEEL",722,3,mixed,obj,3,2.428,mixed
24,35,11,study,"LENS",639,3,mixed,obj,2,2.585,mixed
24,35,12,study,"KLEENEX",628,3,mixed,obj,3,2.279,mixed
24,35,13,study,"ANDRE3000",12,3,mixed,cel,3,2.698,mixed
24,35,14,study,"MEG RYAN",176,3,mixed,cel,2,1.366,mixed
24,35,15,study,"UMA THURMAN",247,3,mixed,cel,2,1.522,mixed
24,35,16,study,"BENICIO DEL TORO",27,3,mixed,cel,2,1.233,mixed
24,35,17,study,"STAPLE REMOVER",721,3,mixed,obj,2,1.597,mixed
24,35,18,study,"SAFE",696,3,mixed,obj,3,1.438,mixed
24,35,19,study,"APPLE",516,3,mixed,obj,4,2.124,mixed
24,35,20,study,"ANNETTE BENING",15,3,mixed,cel,2,1.3,mixed
24,35,21,study,"JACK NICHOLSON",111,3,mixed,cel,3,1.957,mixed
24,35,22,study,"LUXOR HOTEL",375,3,mixed,loc,2,1.314,mixed
24,35,23,study,"THE MET",475,3,mixed,loc,3,1.972,mixed
24,35,24,study,"DELPHI",311,3,mixed,loc,4,1.392,mixed
24,35,1,recall,"DELPHI",311,3,mixed,loc,4,1.392,mixed
24,35,2,recall,"THE MET",475,3,mixed,loc,3,1.972,mixed
24,35,3,recall,"STATUE OF LIBERTY",466,3,mixed,loc,3,2.22,mixed
24,35,4,recall,"GRAND OLE OPRY",336,3,mixed,loc,2,1.721,mixed
24,35,5,recall,"ANNETTE BENING",15,3,mixed,cel,2,1.3,mixed
24,35,6,recall,"ANGELINA JOLIE",14,3,mixed,cel,3,1.009,mixed
24,35,7,recall,"PARIS HILTON",198,3,mixed,cel,1,1.705,mixed
24,35,8,recall,"SUPERDOME",469,3,mixed,loc,2,1.402,mixed
24,35,9,recall,"PEN",669,3,mixed,obj,4,1.968,mixed
24,35,10,recall,"STEERING WHEEL",722,3,mixed,obj,3,2.428,mixed
24,35,11,recall,"STAPLE REMOVER",721,3,mixed,obj,2,1.597,mixed
24,35,12,recall,"TOKYO",479,3,mixed,loc,3,1.771,mixed
24,35,13,recall,"LUXOR HOTEL",375,3,mixed,loc,2,1.314,mixed
24,35,14,recall,"JACK NICHOLSON",111,3,mixed,cel,3,1.957,mixed
24,36,1,study,"DANNY DEVITO",68,3,mixed,cel,2,1.129,mixed
24,36,2,study,"CARY GRANT",48,3,mixed,cel,3,1.101,mixed
24,36,3,study,"DONALD TRUMP",81,3,mixed,cel,1,2.551,mixed
24,36,4,study,"JOAQUIN PHOENIX",131,3,mixed,cel,3,1.697,mixed
24,36,5,study,"WATCH",759,3,mixed,obj,3,2.029,mixed
24,36,6,study,"BRICK",547,3,mixed,obj,3,2.617,mixed
24,36,7,study,"DEODORANT",572,3,mixed,obj,4,1.09,mixed
24,36,8,study,"FIREPLACE",587,3,mixed,obj,4,2.403,mixed
24,36,9,study,"HOOVER DAM",347,3,mixed,loc,1,2.813,mixed
24,36,10,study,"WORLD WAR II MEMORIAL",506,3,mixed,loc,2,1.941,mixed
24,36,11,study,"ROCK OF GIBRALTAR",436,3,mixed,loc,2,2.598,mixed
24,36,12,study,"SCISSORS",701,3,mixed,obj,3,2.332,mixed
24,36,13,study,"BABY BIB",520,3,mixed,obj,2,1.604,mixed
24,36,14,study,"SINK",710,3,mixed,obj,4,1.268,mixed
24,36,15,study,"LIPSTICK",643,3,mixed,obj,2,2.504,mixed
24,36,16,study,"PETER JENNINGS",199,3,mixed,cel,2,2.568,mixed
24,36,17,study,"KEVIN SPACEY",154,3,mixed,cel,3,1.923,mixed
24,36,18,study,"TOM HANKS",245,3,mixed,cel,2,1.209,mixed
24,36,19,study,"COURTENEY COX",63,3,mixed,cel,3,2.101,mixed
24,36,20,study,"SYDNEY OPERA HOUSE",471,3,mixed,loc,3,2.155,mixed
24,36,21,study,"BUNKER HILL",285,3,mixed,loc,3,1.779,mixed
24,36,22,study,"SAN ANDREAS",444,3,mixed,loc,2,2.743,mixed
24,36,23,study,"METLIFE BUILDING",384,3,mixed,loc,2,1.235,mixed
24,36,24,study,"SERENGETI PLAIN",448,3,mixed,loc,4,1.36,mixed
24,36,1,recall,"SERENGETI PLAIN",448,3,mixed,loc,4,1.36,mixed
24,36,2,recall,"METLIFE BUILDING",384,3,mixed,loc,2,1.235,mixed
24,36,3,recall,"SYDNEY OPERA HOUSE",471,3,mixed,loc,3,2.155,mixed
24,36,4,recall,"SAN ANDREAS",444,3,mixed,loc,2,2.743,mixed
24,36,5,recall,"DANNY DEVITO",68,3,mixed,cel,2,1.129,mixed
24,36,6,recall,"PETER JENNINGS",199,3,mixed,cel,2,2.568,mixed
24,36,7,recall,"BABY BIB",520,3,mixed,obj,2,1.604,mixed
24,36,8,recall,"SINK",710,3,mixed,obj,4,1.268,mixed
24,36,9,recall,"DEODORANT",572,3,mixed,obj,4,1.09,mixed
24,36,10,recall,"SCISSORS",701,3,mixed,obj,3,2.332,mixed
24,36,11,recall,"LIPSTICK",643,3,mixed,obj,2,2.504,mixed
24,36,12,recall,"TOM HANKS",245,3,mixed,cel,2,1.209,mixed
24,36,13,recall,"FIREPLACE",587,3,mixed,obj,4,2.403,mixed
24,37,1,study,"BAYONET",532,3,mixed,obj,2,2.206,mixed
24,37,2,study,"BACKPACK",521,3,mixed,obj,4,2.439,mixed
24,37,3,study,"BAVARIAN CASTLE",273,3,mixed,loc,3,1.844,mixed
24,37,4,study,"BELLAGIO FOUNTAINS",274,3,mixed,loc,2,1.331,mixed
24,37,5,study,"GRAND CANYON",334,3,mixed,loc,3,2.019,mixed
24,37,6,study,"KYOTO",362,3,mixed,loc,3,2.272,mixed
24,37,7,study,"WOOLWORTH BUILDING",505,3,mixed,loc,2,2.874,mixed
24,37,8,study,"NICOLE KIDMAN",193,3,mixed,cel,2,2.406,mixed
24,37,9,study,"JACKIE CHAN",112,3,mixed,cel,2,1.947,mixed
24,37,10,study,"DALAI LAMA",65,3,mixed,cel,3,1.339,mixed
24,37,11,study,"DAVID DUCHOVNY",71,3,mixed,cel,2,2.433,mixed
24,37,12,study,"DWIGHT EISENHOWER",84,3,mixed,cel,2,2.061,mixed
24,37,13,study,"REDWOOD FOREST",433,3,mixed,loc,3,1.718,mixed
24,37,14,study,"VENICE",488,3,mixed,loc,3,2.893,mixed
24,37,15,study,"INDEPENDENCE HALL",350,3,mixed,loc,3,1.808,mixed
24,37,16,study,"KATIE HOLMES",150,3,mixed,cel,3,2.669,mixed
24,37,17,study,"PRINCESS DIANA",204,3,mixed,cel,4,1.845,mixed
24,37,18,study,"JON STEWART",143,3,mixed,cel,3,1.379,mixed
24,37,19,study,"PERFUME",671,3,mixed,obj,2,2.201,mixed
24,37,20,study,"JEANS",622,3,mixed,obj,4,1.037,mixed
24,37,21,study,"EARRINGS",581,3,mixed,obj,3,2.582,mixed
24,37,22,study,"PEDAL",666,3,mixed,obj,4,2.456,mixed
24,37,23,study,"INHALER",616,3,mixed,obj,2,1.598,mixed
24,37,24,study,"ICE",615,3,mixed,obj,4,1.763,mixed
24,37,1,recall,"ICE",615,3,mixed,obj,4,1.763,mixed
24,37,2,recall,"JON STEWART",143,3,mixed,cel,3,1.379,mixed
24,37,3,recall,"PRINCESS DIANA",204,3,mixed,cel,4,1.845,mixed
24,37,4,recall,"KATIE HOLMES",150,3,mixed,cel,3,2.669,mixed
24,37,5,recall,"DWIGHT EISENHOWER",84,3,mixed,cel,2,2.061,mixed
24,37,6,recall,"JEANS",622,3,mixed,obj,4,1.037,mixed
24,37,7,recall,"BELLAGIO FOUNTAINS",274,3,mixed,loc,2,1.331,mixed
24,37,8,recall,"REDWOOD FOREST",433,3,mixed,loc,3,1.718,mixed
24,37,9,recall,"KYOTO",362,3,mixed,loc,3,2.272,mixed
24,37,10,recall,"VENICE",488,3,mixed,loc,3,2.893,mixed
24,37,11,recall,"CARRIE GRANT",-1,3,mixed,,NaN,NaN,mixed
24,37,12,recall,"INDEPENDENCE HALL",350,3,mixed,loc,3,1.808,mixed
24,38,1,study,"CHATEAU CHAMBORD",297,3,mixed,loc,3,1.764,mixed
24,38,2,study,"COLONIAL WILLIAMSBURG",305,3,mixed,loc,2,2.723,mixed
24,38,3,study,"OLD FAITHFUL",408,3,mixed,loc,3,1.621,mixed
24,38,4,study,"TAJ MAHAL",474,3,mixed,loc,3,1.75,mixed
24,38,5,study,"GALAPAGOS ISLANDS",324,3,mixed,loc,4,1.522,mixed
24,38,6,study,"ALEC BALDWIN",7,3,mixed,cel,2,2.389,mixed
24,38,7,study,"KATIE COURIC",149,3,mixed,cel,2,1.687,mixed
24,38,8,study,"VIN DIESEL",249,3,mixed,cel,1,1.857,mixed
24,38,9,study,"BABE RUTH",22,3,mixed,cel,2,2.074,mixed
24,38,10,study,"TWEEZERS",748,3,mixed,obj,2,2.08,mixed
24,38,11,study,"KETCHUP",624,3,mixed,obj,3,2.302,mixed
24,38,12,study,"JACKET",620,3,mixed,obj,3,2.988,mixed
24,38,13,study,"LADDER",630,3,mixed,obj,2,2.788,mixed
24,38,14,study,"SPACE NEEDLE",460,3,mixed,loc,2,2.271,mixed
24,38,15,study,"HARRODS",343,3,mixed,loc,2,2.292,mixed
24,38,16,study,"GRACELAND",333,3,mixed,loc,1,1.809,mixed
24,38,17,study,"BOWLING BALL",544,3,mixed,obj,3,1.045,mixed
24,38,18,study,"BLENDER",538,3,mixed,obj,2,2.032,mixed
24,38,19,study,"PADLOCK",663,3,mixed,obj,2,1.675,mixed
24,38,20,study,"PHONE",673,3,mixed,obj,3,2.895,mixed
24,38,21,study,"COURTNEY LOVE",64,3,mixed,cel,2,1.696,mixed
24,38,22,study,"WOLF BLITZER",256,3,mixed,cel,2,1.614,mixed
24,38,23,study,"REESE WITHERSPOON",210,3,mixed,cel,4,1.37,mixed
24,38,24,study,"PRINCE CHARLES",202,3,mixed,cel,3,1.008,mixed
24,38,1,recall,"PRINCE CHARLES",202,3,mixed,cel,3,1.008,mixed
24,38,2,recall,"REESE WITHERSPOON",210,3,mixed,cel,4,1.37,mixed
24,38,3,recall,"SPACE NEEDLE",460,3,mixed,loc,2,2.271,mixed
24,38,4,recall,"TWEEZERS",748,3,mixed,obj,2,2.08,mixed
24,38,5,recall,"KETCHUP",624,3,mixed,obj,3,2.302,mixed
24,38,6,recall,"CHATEAU CHAMBORD",297,3,mixed,loc,3,1.764,mixed
24,38,7,recall,"OLD FAITHFUL",408,3,mixed,loc,3,1.621,mixed
24,38,8,recall,"VIN DIESEL",249,3,mixed,cel,1,1.857,mixed
24,39,1,study,"LIGHT SWITCH",640,3,mixed,obj,3,1.361,mixed
24,39,2,study,"SOAP",714,3,mixed,obj,4,2.934,mixed
24,39,3,study,"KNIFE",629,3,mixed,obj,4,1.209,mixed
24,39,4,study,"ZIPLOCK BAG",768,3,mixed,obj,3,2.265,mixed
24,39,5,study,"MOUNT EVEREST",394,3,mixed,loc,4,2.558,mixed
24,39,6,study,"ETHIOPIAN CHURCH",318,3,mixed,loc,3,2.384,mixed
24,39,7,study,"PHILADELPHIA CITY HALL",423,3,mixed,loc,2,2.808,mixed
24,39,8,study,"ARABIAN TOWER",266,3,mixed,loc,2,2.585,mixed
24,39,9,study,"SEAN PENN",229,3,mixed,cel,3,2.036,mixed
24,39,10,study,"ALEX TREBEK",9,3,mixed,cel,2,2.371,mixed
24,39,11,study,"GWYNETH PALTROW",99,3,mixed,cel,3,2.749,mixed
24,39,12,study,"BENJAMIN FRANKLIN",28,3,mixed,cel,3,1.89,mixed
24,39,13,study,"RUSSELL CROWE",223,3,mixed,cel,2,1.589,mixed
24,39,14,study,"PETRONAS TOWERS",421,3,mixed,loc,1,2.756,mixed
24,39,15,study,"OXFORD",411,3,mixed,loc,3,1.87,mixed
24,39,16,study,"GOLDEN GATE BRIDGE",332,3,mixed,loc,3,1.359,mixed
24,39,17,study,"LENIN MAUSOLEUM",364,3,mixed,loc,2,2.005,mixed
24,39,18,study,"FIRE EXTINGUISHER",586,3,mixed,obj,3,2.795,mixed
24,39,19,study,"HANDLE",608,3,mixed,obj,4,2.139,mixed
24,39,20,study,"GLASS",597,3,mixed,obj,3,1.661,mixed
24,39,21,study,"NECKLACE",659,3,mixed,obj,4,1.392,mixed
24,39,22,study,"WAYNE GRETZKY",251,3,mixed,cel,2,1.49,mixed
24,39,23,study,"KATE WINSLET",148,3,mixed,cel,4,1.811,mixed
24,39,24,study,"MARGARET THATCHER",169,3,mixed,cel,3,2.506,mixed
24,39,1,recall,"MARGARET THATCHER",169,3,mixed,cel,3,2.506,mixed
24,39,2,recall,"KATE WINSLET",148,3,mixed,cel,4,1.811,mixed
24,39,3,recall,"ALEX TREBEK",9,3,mixed,cel,2,2.371,mixed
24,39,4,recall,"SEAN PENN",229,3,mixed,cel,3,2.036,mixed
24,39,5,recall,"LIGHT SWITCH",640,3,mixed,obj,3,1.361,mixed
24,39,6,recall,"FIRE EXTINGUISHER",586,3,mixed,obj,3,2.795,mixed
24,39,7,recall,"SOAP",714,3,mixed,obj,4,2.934,mixed
24,39,8,recall,"KNIFE",629,3,mixed,obj,4,1.209,mixed
24,39,9,recall,"NECKLACE",659,3,mixed,obj,4,1.392,mixed
24,39,10,recall,"ZIPLOCK BAG",768,3,mixed,obj,3,2.265,mixed
24,39,11,recall,"LENIN MAUSOLEUM",364,3,mixed,loc,2,2.005,mixed
24,39,12,recall,"GOLDEN GATE BRIDGE",332,3,mixed,loc,3,1.359,mixed
24,39,13,recall,"PHILADELPHIA CITY HALL",423,3,mixed,loc,2,2.808,mixed
24,39,14,recall,"PETRONAS TOWERS",421,3,mixed,loc,1,2.756,mixed
24,40,1,study,"GLOBE THEATER",331,3,pure,loc,4,1.146,loc
24,40,2,study,"VIENNA",493,3,pure,loc,3,2.203,loc
24,40,3,study,"IGUAZU FALLS",349,3,pure,loc,4,2.697,loc
24,40,4,study,"LINCOLN MEMORIAL",370,3,pure,loc,3,1.808,loc
24,40,5,study,"TRITON FOUNTAIN",485,3,pure,loc,2,2.664,loc
24,40,6,study,"BRYCE CANYON",282,3,pure,loc,3,1.96,loc
24,40,7,study,"HUNGARIAN PARLIAMENT",348,3,pure,loc,3,1.782,loc
24,40,8,study,"CAPE OF GOOD HOPE",290,3,pure,loc,2,2.101,loc
24,40,9,study,"LAKE TAHOE",363,3,pure,loc,2,2.204,loc
24,40,10,study,"SORBONNE CHAPEL",459,3,pure,loc,3,2.367,loc
24,40,11,study,"CARNEGIE HALL",294,3,pure,loc,2,2.227,loc
24,40,12,study,"MOUNT RAINIER",397,3,pure,loc,2,2.227,loc
24,40,13,study,"OAHU BEACH",407,3,pure,loc,3,2.314,loc
24,40,14,study,"EIFFEL TOWER",315,3,pure,loc,3,1.505,loc
24,40,15,study,"PACIFIC BELL PARK",412,3,pure,loc,1,2.229,loc
24,40,16,study,"BARCELONA CATHEDRAL",272,3,pure,loc,3,2.271,loc
24,40,17,study,"TIMES SQUARE",478,3,pure,loc,2,2.714,loc
24,40,18,study,"MASADA",380,3,pure,loc,4,2.148,loc
24,40,19,study,"PARK AVENUE",416,3,pure,loc,3,2.232,loc
24,40,20,study,"LONDON DUNGEON",371,3,pure,loc,3,3.201,loc
24,40,21,study,"MALL OF AMERICA",378,3,pure,loc,1,1.815,loc
24,40,22,study,"ABU SIMBEL",257,3,pure,loc,3,2.911,loc
24,40,23,study,"LUXEMBOURG PALACE",374,3,pure,loc,2,1.393,loc
24,40,24,study,"ATOMIUM",270,3,pure,loc,3,2.091,loc
24,40,1,recall,"ABU SIMBEL",257,3,pure,loc,3,2.911,loc
24,40,2,recall,"ATOMIUM",270,3,pure,loc,3,2.091,loc
24,40,3,recall,"BRYCE CANYON",282,3,pure,loc,3,1.96,loc
24,40,4,recall,"CAPE OF GOOD HOPE",290,3,pure,loc,2,2.101,loc
24,40,5,recall,"EIFFEL TOWER",315,3,pure,loc,3,1.505,loc
24,40,6,recall,"LONDON DUNGEON",371,3,pure,loc,3,3.201,loc
24,40,7,recall,"LINCOLN MEMORIAL",370,3,pure,loc,3,1.808,loc
24,40,8,recall,"PARK AVENUE",416,3,pure,loc,3,2.232,loc
24,40,9,recall,"IGUAZU FALLS",349,3,pure,loc,4,2.697,loc
24,40,10,recall,"HUNGARIAN PARLIAMENT",348,3,pure,loc,3,1.782,loc
24,40,11,recall,"VIENNA",493,3,pure,loc,3,2.203,loc
24,40,12,recall,"GLOBE THEATER",331,3,pure,loc,4,1.146,loc
24,40,13,recall,"CARNEGIE HALL",294,3,pure,loc,2,2.227,loc
24,40,14,recall,"COLONIAL WILLIAMSBURG",305,3,pure,loc,2,2.723,loc
24,40,15,recall,"CAPE OF GOOD HOPE",290,3,pure,loc,2,2.101,loc
24,40,16,recall,"LUXEMBOURG PALACE",374,3,pure,loc,2,1.393,loc
24,41,1,study,"CACTUS",553,3,mixed,obj,2,1.859,mixed
24,41,2,study,"LIGHTBULB",641,3,mixed,obj,4,1.747,mixed
24,41,3,study,"SAHARA",441,3,mixed,loc,4,1.33,mixed
24,41,4,study,"CHICAGO",298,3,mixed,loc,3,2.396,mixed
24,41,5,study,"MIKE TYSON",185,3,mixed,cel,2,2.43,mixed
24,41,6,study,"LISA KUDROW",164,3,mixed,cel,3,1.936,mixed
24,41,7,study,"TOILET PAPER",739,3,mixed,obj,4,2.935,mixed
24,41,8,study,"EASEL",582,3,mixed,obj,1,2.299,mixed
24,41,9,study,"GLOBE",598,3,mixed,obj,3,2.792,mixed
24,41,10,study,"DOLLY PARTON",79,3,mixed,cel,2,2.362,mixed
24,41,11,study,"TIGER WOODS",240,3,mixed,cel,2,2.495,mixed
24,41,12,study,"MEL GIBSON",177,3,mixed,cel,3,2.251,mixed
24,41,13,study,"VERRAZANO NARROWS",489,3,mixed,loc,1,2.851,mixed
24,41,14,study,"ROYAL ALBERT HALL",440,3,mixed,loc,2,1.644,mixed
24,41,15,study,"BOWL",545,3,mixed,obj,3,2.234,mixed
24,41,16,study,"MAGNET",644,3,mixed,obj,2,2.524,mixed
24,41,17,study,"PENCIL SHARPENER",667,3,mixed,obj,4,1.293,mixed
24,41,18,study,"HALEY JOEL OSMENT",100,3,mixed,cel,3,1.695,mixed
24,41,19,study,"MUHAMMAD ALI",188,3,mixed,cel,3,2.501,mixed
